Date,Close,High,Low,Open,Volume
2010-02-23,53.924659729003906,54.528959208477275,53.61895495841626,54.03129950149474,747423
2010-02-24,54.258785247802734,54.66402520171913,53.37011698738683,53.75402118515296,2239288
2010-02-25,54.258785247802734,55.85128809440537,53.96019619204994,54.31566015030577,1581234
2010-02-26,55.87973403930664,56.4413730618035,54.457855755037556,54.52895078455464,1914893
2010-03-02,57.585975646972656,58.2258196969053,55.73753851972672,55.73753851972672,2826619
2010-03-03,59.11450958251953,59.57661898975791,57.7281813608044,58.27560593356512,3315862
2010-03-04,61.26154708862305,61.49615684293153,58.88701487231385,59.00787478068607,4955961
2010-03-05,61.11222839355469,62.839805588244545,60.85628855292626,61.43925767745337,4213663
2010-03-08,61.23310470581055,62.39193320657812,60.365760845620045,62.39193320657812,3113098
2010-03-09,60.159584045410156,61.14067770875602,60.01028948694134,60.99849321162172,1910030
2010-03-10,59.35622024536133,60.84208352763281,59.16426533486274,60.145358916547366,2940683
2010-03-11,58.31113815307617,60.0600456940498,58.062308348262114,60.0600456940498,2892773
2010-03-12,58.13340759277344,59.34911088728814,58.01254771175283,58.709266754568915,1186155
2010-03-15,56.84661102294922,58.225829029542545,56.59778119239278,58.154739572113684,1551886
2010-03-16,56.91059112548828,57.429575348808186,56.60488640923963,57.21629584173694,1689972
2010-03-17,56.58355712890625,57.55043046778958,56.164102633343674,57.145196091928206,1324807
2010-03-18,57.536216735839844,57.85614158204761,56.213873716723405,56.59066789501461,2966150
2010-03-19,57.97700500488281,58.538644064600014,57.23052108677861,58.22582925990522,4334389
2010-03-22,56.72575759887695,57.98412144055301,56.3347432324104,57.30161684405177,2584354
2010-03-23,56.939022064208984,57.2802770603139,55.95081852879334,57.01722714739184,2194997
2010-03-25,58.01254653930664,58.97941999141251,56.24941878541893,56.83949805694257,3593386
2010-03-26,58.77324295043945,59.434417166923716,58.36800857943747,58.36800857943747,1907295
2010-03-29,58.44623565673828,59.8467841211908,58.04100113322519,59.24959464132323,1989482
2010-03-30,58.72348403930664,59.690357464243824,58.510198954358444,59.00785857605287,1392354
2010-03-31,58.325355529785156,59.988947845280855,58.05519555674771,59.988947845280855,1348649
2010-04-01,58.73059844970703,59.1500474371507,58.01254920591628,58.01254920591628,1202800
2010-04-05,59.66193389892578,59.853888838136946,58.72349496480772,59.29224414411592,1598347
2010-04-06,59.9391975402832,60.41552706210364,59.15005318621021,59.15005318621021,1590204
2010-04-07,61.126468658447266,61.69521785115775,60.00318482045468,60.00318482045468,5144065
2010-04-08,60.35153579711914,61.12645994707417,59.725911774297764,60.86340999760936,1344726
2010-04-09,59.87520980834961,60.64302394201424,57.33716326460243,57.33716326460243,1864962
2010-04-12,59.20692825317383,60.14536151088092,58.652393679986695,60.14536151088092,1530584
2010-04-13,58.90833282470703,59.647706669729146,58.64528287528863,59.15004701472931,1233412
2010-04-15,57.593101501464844,59.32068481362531,57.351381704408375,59.07896501656884,2699765
2010-04-16,56.63332748413086,57.72817085386388,56.590667120874635,57.571766251478614,3363053
2010-04-19,55.18301773071289,56.09301630840139,54.82043808122073,56.02192127538988,3401042
2010-04-20,57.15943145751953,57.84904052875366,55.45317835728278,55.581148315691365,7741467
2010-04-21,56.327632904052734,57.799276288380696,56.02192812827078,57.42958653271325,3821160
2010-04-22,56.78973388671875,57.180748193335894,55.16879617410548,55.16879617410548,10539505
2010-04-23,58.069427490234375,58.90833666688365,57.052789084085596,57.4438034267183,5943398
2010-04-26,58.28981018066406,58.72348484044225,57.514891648653006,58.581294781870284,6100710
2010-04-27,59.56238555908203,59.86098020692172,58.304027578524206,59.07895165085773,9298283
2010-04-28,58.026771545410156,59.555289731496856,56.7968480505628,58.296925991522585,10291806
2010-04-29,57.44380187988281,58.96520999394509,57.01723724162165,58.154741084811896,7485461
2010-04-30,61.090911865234375,61.53880668641481,57.75661101498204,58.01255091279944,9618659
2010-05-03,60.906070709228516,61.42506059766309,58.247164171302536,61.42506059766309,3219251
2010-05-04,60.856292724609375,62.48434034910924,60.443948273395996,60.99848277393168,4958794
2010-05-05,61.90848922729492,62.278178941986965,59.09317830697046,60.116926718630545,3344105
2010-05-06,62.42747116088867,62.9820057122006,60.44395380797897,61.42505296979868,2452288
2010-05-07,60.337318420410156,62.064901593378586,59.52684950529653,62.064901593378586,2491824
2010-05-10,61.3681755065918,62.06490015456581,60.70700674073211,61.42505599554509,2586097
2010-05-11,59.775672912597656,61.78051480081877,59.37754855916103,61.42505081049603,2308799
2010-05-12,60.50083541870117,60.81365024459009,58.46755299172032,60.07427633746584,3599339
2010-05-13,62.15019607543945,62.84691499376839,60.664338617581755,60.7425381196686,7454355
2010-05-14,60.35153579711914,62.56255284813466,60.060051180330746,61.92270870339229,3488632
2010-05-17,60.50083541870117,60.785209998364344,59.04341221260311,59.90365158966794,2828557
2010-05-18,61.52458190917969,61.75919160558944,60.35864348781218,60.35864348781218,2060936
2010-05-19,60.131134033203125,61.60277136445158,59.89652437510304,60.57191311132218,3932957
2010-05-20,60.51505661010742,61.14068069641077,59.81122742182155,60.31599718908857,1633632
2010-05-21,58.77324295043945,59.86097614070424,58.29691355830157,59.285117064886556,2860187
2010-05-24,57.99832534790039,59.66192337456714,57.770825716308025,59.150043626966244,2058577
2010-05-25,56.61200714111328,57.827710598313445,55.75177331371702,57.443806297915145,3545584
2010-05-26,55.60957717895508,58.25426892931581,55.17590806982538,58.25426892931581,3735996
2010-05-27,56.235206604003906,57.116764941479396,54.91996800573585,55.58114233536089,4621321
2010-05-28,56.690208435058594,58.040991822248465,55.76598969027571,57.15942786875067,6010277
2010-05-31,58.19029235839844,58.53865193880718,56.46271458041696,56.860839018524196,2732413
2010-06-01,57.55044174194336,59.41309933913445,57.03856752108171,58.29692567776476,2817551
2010-06-02,57.63574981689453,58.22582348587678,56.47691593048513,57.87035950302068,2813002
2010-06-03,59.21403121948242,59.405986133339226,58.01254803982685,58.70926708658303,2335772
2010-06-04,59.72590637207031,60.27332525133041,58.517307648471885,59.292231728334784,3233038
2010-06-07,60.32310104370117,60.78521043604609,57.62864979079672,59.13583786212343,3389100
2010-06-08,60.50083541870117,61.823184184783514,59.78990175780267,60.2875558780835,3745583
2010-06-09,60.88473892211914,61.47481820446062,60.42973964219847,60.71411419214889,2448556
2010-06-10,61.14778137207031,61.524581124262326,60.47239253418265,61.13356125088915,1458194
2010-06-11,61.460601806640625,61.97958608880942,60.85630236605845,61.42505707693758,2142738
2010-06-14,62.49405288696289,62.72694037669573,61.16950100766757,62.006442564614865,1946641
2010-06-15,62.61776351928711,62.908872827710056,61.75898677800042,62.58864973415215,1298256
2010-06-16,62.00642776489258,62.87976135152945,61.72987536398908,62.58864635026049,1007073
2010-06-17,61.16221618652344,62.00643610312475,60.841998775802786,61.933657343020684,1289368
2010-06-18,60.652774810791016,61.70076837994369,60.40533045759467,61.16221470198271,1309287
2010-06-21,61.63526153564453,61.78809748281307,60.936599230259866,60.98754264312104,1176357
2010-06-22,61.10397720336914,61.78808822297312,61.00936883774613,61.56975200382249,1094612
2010-06-23,61.51881408691406,61.69347965266662,60.42715572810676,60.987538944176954,1665580
2010-06-24,62.54497146606445,62.86519449153316,61.43147788453624,61.51880780420146,6159549
2010-06-25,63.01075744628906,63.49108921546946,61.919099005175994,62.22475948684977,1688368
2010-06-28,64.67736053466797,64.91752641475878,63.09809190793307,63.31642245034835,2795462
2010-06-29,65.21591186523438,66.56957716475249,64.04419628945848,64.48086306755317,5334009
2010-06-30,65.31781005859375,66.05285892000346,63.36009068736286,63.76764942683169,4165141
2010-07-01,65.79813385009766,66.22751645903496,64.9393572150538,65.18680152374728,2743820
2010-07-02,65.68169403076172,66.78063088560947,65.2086350129258,66.43857818384629,2720178
2010-07-05,66.43859100341797,66.78064377118149,64.78654332517802,65.20864759517535,2315117
2010-07-06,66.7442398071289,67.45745894520647,65.9072985158269,66.37307334745559,2823098
2010-07-07,67.04263305664062,67.65396542791156,66.37307882660983,66.41674379353346,2306553
2010-07-08,67.47928619384766,68.03239664120119,67.24639878624288,67.53750804574885,2061065
2010-07-09,67.9887466430664,68.22891254859,67.56663669673445,67.64669390143753,4717830
2010-07-12,68.89845275878906,69.72083714330441,67.91595399760769,68.26528511446813,3784847
2010-07-13,69.02217864990234,69.32056637529668,68.43995438166637,68.89845649240335,2439149
2010-07-14,68.71651458740234,72.63194165692674,68.1925178676382,72.63194165692674,1144296
2010-07-15,68.97850036621094,69.13861473388845,68.04695077354525,68.41083876032631,827811
2010-07-16,69.71356201171875,70.31761590405401,68.86934225155345,69.1313434559443,2758409
2010-07-19,72.26805114746094,74.93898948407218,71.03083528540324,71.14000055138116,16799593
2010-07-20,70.8125,73.06860104071372,70.61599910927946,72.84299207835922,4451106
2010-07-21,70.47773742675781,71.72951040414426,70.22302033004091,70.95806924997504,2357881
2010-07-22,70.69607543945312,71.39473785086491,69.88096358422014,70.59418288968281,3490010
2010-07-23,70.0628890991211,71.32194022113983,69.86639391576007,71.17638273630966,1681043
2010-07-26,68.28712463378906,70.59416926060092,67.98873690628284,70.59416926060092,2048131
2010-07-27,68.19978332519531,68.95667310376021,67.59573518336448,68.41084110488202,2914117
2010-07-28,69.67717742919922,70.30306096690538,68.4108477537569,68.55639954245338,3481451
2010-07-29,70.7178955078125,70.95806139282767,69.29873553584467,69.57528794248013,3968345
2010-07-30,69.7281265258789,71.44567430747905,69.43701721616577,70.57234637833966,4075382
2010-08-02,70.68151092529297,71.11817773964164,70.04834318819961,70.59417527898913,2607286
2010-08-03,71.64945220947266,72.26805733920969,71.03084137115039,71.3073937825611,2361310
2010-08-04,70.16478729248047,71.96239226616636,69.91734866187531,71.91872729706961,2843480
2010-08-05,69.85912322998047,71.16183945870844,69.64806542439277,70.50684212139028,1900021
2010-08-06,69.31330108642578,70.36129469272278,69.0076348574427,69.43702326740907,788090
2010-08-09,70.8125,71.01627362719077,69.13861747780898,69.3569479951089,1335864
2010-08-10,70.45588684082031,71.81682469898988,70.17932877722654,71.0162699955221,2435180
2010-08-11,70.36128997802734,70.88528674606441,70.0629022159886,70.44862562699292,731045
2010-08-12,71.71495056152344,72.03516793262072,69.57528724730385,70.44862084331574,1888912
2010-08-13,73.24327850341797,73.86916208543357,71.97694873832582,71.97694873832582,4747295
2010-08-16,73.43978118896484,74.37860943881694,71.79500643153511,73.57805454504701,2165069
2010-08-17,75.37566375732422,75.89966055099784,73.4397852868836,73.4397852868836,5642335
2010-08-18,76.70748901367188,76.92581956987841,75.19371488717316,76.27082219267342,4558534
2010-08-19,78.11209869384766,78.51237902518916,76.18349863250799,76.87488259077556,4794465
2010-08-20,76.91126251220703,78.50509383656934,76.49643103115315,78.11937043227407,3269669
2010-08-23,77.11503601074219,77.580810872089,76.59831773750868,77.0932006733972,1510957
2010-08-24,74.32038879394531,77.43526706311604,73.94922227233575,77.14415774477096,2876817
2010-08-25,74.34223175048828,75.31016819243885,72.9594580652339,74.08750893011839,4672161
2010-08-26,74.42227172851562,75.54304397256249,73.87643964450045,74.81527356912746,3576345
2010-08-27,73.08317565917969,75.38294221950886,72.63195191642946,75.23739040886274,1859395
2010-08-30,73.24327850341797,74.50960826851012,72.95944764306887,73.50527973363886,3208764
2010-08-31,74.80799865722656,75.68132660775947,72.06428692381036,73.06861549406956,5369438
2010-09-01,75.74681854248047,76.12526346682706,74.23304455367894,74.96809906530353,4372013
2010-09-02,76.28538513183594,81.94747452655433,75.91421858999747,81.94747452655433,3468347
2010-09-03,77.9301528930664,78.13393227763503,76.61288532021774,76.6711014774251,3535606
2010-09-06,78.55602264404297,78.87624568035098,77.72635983621947,78.16302086649439,1959395
2010-09-07,78.41048431396484,79.02181675597384,77.51532099123227,78.59970680397579,4313683
2010-09-08,79.34931182861328,79.68408610069775,77.62448563644975,77.72637246559108,2320797
2010-09-09,82.2313003540039,82.84991121900383,79.61858924521387,80.05525607395414,4527957
2010-09-13,84.16718292236328,85.87745226543404,82.40596445484859,82.67524413542506,7925751
2010-09-14,84.86582946777344,85.28793931733341,84.13077502639437,84.71299924865303,4528508
2010-09-15,84.8076171875,85.86289478478709,84.1890120876265,85.00411809876063,2614046
2010-09-16,83.3011245727539,86.72166883795941,83.01729371881198,84.42190251354481,4925036
2010-09-17,83.54856872558594,85.14967272652687,82.84990640704846,83.4030169301832,2785129
2010-09-20,83.73780059814453,84.85857295376798,83.26474721995439,84.40735491620289,1207427
2010-09-21,81.72185516357422,84.62567539983849,80.78302696598718,83.83967744265057,4045988
2010-09-22,83.54129028320312,83.83240529119169,81.94746472824998,81.94746472824998,2834484
2010-09-23,81.78008270263672,84.24724201848363,80.78303257633128,83.98524077836343,2712514
2010-09-24,83.47578430175781,84.11623042548663,81.14691006487027,81.80918010811969,3241119
2010-09-27,84.49468231201172,84.713018585917,83.69413310011586,83.91246366543554,1688379
2010-09-28,84.13079833984375,84.85857453790258,83.72324526733485,84.71302272344235,1866237
2010-09-29,83.41028594970703,85.06961162299898,83.05367638468228,84.49466582666747,2519146
2010-09-30,84.86582946777344,85.22243902097202,82.02023148717878,82.83533740632286,2445734
2010-10-01,85.3680191040039,85.86290782593606,84.82946540913241,85.14968282213547,2147221
2010-10-04,85.23699951171875,87.31843506747111,84.71300282727607,85.87743990381534,3343884
2010-10-05,90.74626922607422,91.51043187058463,85.23701060561403,85.23701060561403,6779856
2010-10-06,92.4201431274414,95.0910757573183,90.70258981843841,90.97186946938294,6504435
2010-10-07,90.9864273071289,93.44630216745541,90.28048087604056,93.44630216745541,3098535
2010-10-08,90.07671356201172,92.13631401783037,88.65755357166562,91.26298611036782,2526029
2010-10-11,90.78266143798828,91.55410257709286,90.26594309921214,90.92821895491473,1040888
2010-10-12,89.9893798828125,91.40854561274583,88.81038575483633,90.40421136149246,1808843
2010-10-13,92.98780822753906,93.93391484638052,90.35326201954886,90.35326201954886,2740797
2010-10-14,94.76358032226562,95.48407797468448,92.98781075226938,93.15519788484865,4819669
2010-10-15,93.9703140258789,95.04742133192227,93.526368758305,94.76358475840819,3147139
2010-10-18,94.17407989501953,94.88729907578089,91.554090601726,93.73741881852722,7110302
2010-10-19,92.3182601928711,95.41130873449188,91.73604157435308,94.3196445433316,8334709
2010-10-20,95.38218688964844,97.23074083726796,90.82631374039114,91.69964730295837,12596370
2010-10-21,102.42705535888672,103.63516325015848,96.22641292129359,96.22641292129359,26127856
2010-10-22,106.54625701904297,107.56513662509086,101.05155019859212,102.6890462891538,14358069
2010-10-25,105.56376647949219,108.42392760941902,104.9451613303121,106.98293222915503,6720169
2010-10-26,106.83009338378906,107.41958469994958,105.53464420134112,105.96403254402551,4008765
2010-10-27,108.14009094238281,108.722309536941,105.09071320407988,106.82281209574415,7228011
2010-10-28,104.22464752197266,108.6859179901169,103.37315500752177,108.43847367172465,7559197
2010-10-29,105.0179214477539,105.96402802532506,103.3877094962524,103.78071130171361,4272831
2010-11-01,108.00908660888672,108.58402102903933,105.6729281565804,105.6729281565804,5514824
2010-11-02,107.85626220703125,111.17492573817216,107.22310011957738,107.70343194750302,6253688
2010-11-03,108.55493927001953,110.08326474532652,108.09643706055864,108.19105116473958,6602702
2010-11-04,110.75281524658203,111.79353615860761,108.85332889541142,109.00615916208511,5554319
2010-11-08,117.94320678710938,119.06398463176859,110.24335361781834,111.64067813804074,10537361
2010-11-09,121.73493194580078,122.87753955638983,115.8617794907802,118.33622289935114,10811944
2010-11-10,119.6243896484375,122.26622048494626,118.61278254428036,121.97510543436391,14075960
2010-11-11,117.040771484375,121.85863429234828,116.29843854779064,120.6359696223469,6739472
2010-11-12,114.56632232666016,119.5006400024563,114.02777447489493,117.01165153783414,6497366
2010-11-15,117.5938720703125,118.04509000572551,112.48489445905557,113.53288781725742,7951114
2010-11-16,112.92156219482422,118.59092904723872,111.83718225481914,117.75399342528338,7453425
2010-11-18,113.56929016113281,116.1528931077054,107.44870485629828,113.80217760652033,9371253
2010-11-19,110.27244567871094,114.085985388362,109.4573397847438,113.66388126042426,3711748
2010-11-22,113.37277221679688,115.52698647178714,108.87512696728659,108.87512696728659,6121699
2010-11-23,112.78329467773438,113.78761747594878,108.88969710736562,112.82695393677051,4464240
2010-11-24,104.31199645996094,113.53290296233052,98.56984472520234,112.93612745993296,11221401
2010-11-25,99.41405487060547,107.71069494279065,98.11134442561462,105.52736680529412,18392512
2010-11-26,100.9496841430664,102.28150863372527,91.13199544299316,101.44457286559856,12491004
2010-11-29,103.24217224121094,105.38183012841607,99.73430333794512,101.16074192941521,10804989
2010-11-30,107.92903137207031,110.47624767170346,103.53327249203832,104.36293540288591,32071090
2010-12-01,108.3074722290039,110.60723269908985,106.56080512243304,108.24924466410573,8612074
2010-12-02,107.9217529296875,109.94497831844282,107.25220437573049,109.4573623783475,5068699
2010-12-03,106.13142395019531,108.20559270630154,105.09071462055353,108.20559270630154,4288047
2010-12-06,100.87687683105469,106.9829158552334,100.14182806921754,106.50258413532767,5349827
2010-12-07,101.69927215576172,102.7618224668788,98.10406251723407,100.43294820064126,8986986
2010-12-08,97.15796661376953,101.01517788611103,95.92075630508765,100.86962037415702,9876772
2010-12-09,95.0546875,98.6135047929102,93.35169111323427,97.52184073516727,6639159
2010-12-10,96.08086395263672,97.21619890033591,87.62411937946685,95.3530877747409,9474908
2010-12-13,96.57575225830078,99.10841197660021,94.14498508631391,96.79408282731133,6403068
2010-12-14,97.89301300048828,98.64263017194573,96.21185746089972,97.59462524631066,2903964
2010-12-15,93.82476043701172,98.24963357062035,92.71854500790236,98.24963357062035,3408999
2010-12-16,96.40106964111328,96.64851396820255,92.9732527086555,93.88297282042929,4603647
2010-12-20,94.59619903564453,96.91780653152415,94.02853729727997,96.06630250680638,3035213
2010-12-21,95.32398223876953,96.93964334170364,93.44631987805684,96.93964334170364,3291563
2010-12-22,95.68785858154297,96.56847064056204,94.79269533889071,95.33852741981309,2203361
2010-12-23,95.57141876220703,96.32830297685123,95.04742199822257,95.77519813582703,1568536
2010-12-24,95.04740905761719,95.65873567807486,94.34874109217542,94.90185156647964,1938951
2010-12-27,94.71991729736328,96.34285666009403,94.0721983832208,95.62963743906239,1908806
2010-12-28,94.08675384521484,95.67330095300736,93.80292299206687,94.89458143692487,740026
2010-12-29,95.11293029785156,95.44770460915342,94.21776694345479,94.46520559912935,1410731
2010-12-30,94.24686431884766,95.33852849298061,93.1552001447147,94.31964307217356,2980044
2010-12-31,96.1026840209961,96.91051732481783,94.46519349226811,94.6544159647212,2166698
2011-01-03,96.40835571289062,97.7692938303615,96.09541107484333,96.53207217031057,1372999
2011-01-04,94.50157928466797,96.96873828739457,94.32691371628408,94.90185383197463,2441714
2011-01-05,90.25137329101562,94.46518802057585,89.8438202939615,94.46518802057585,5617275
2011-01-06,90.70986938476562,91.40853737159338,88.88315649572361,90.64436908260724,5844735
2011-01-07,88.31548309326172,92.42741641475271,87.8424298277069,92.42741641475271,5740094
2011-01-10,85.68094635009766,89.03598430876728,84.42189516919726,88.20632144875414,3181467
2011-01-11,85.229736328125,87.14378511043806,83.43940972092167,84.5674604815333,5043438
2011-01-12,85.79012298583984,86.74350812753866,82.8207965732526,85.98661820443533,4044610
2011-01-13,83.27201080322266,87.03460752510117,82.55879163980573,85.81194284005228,3409344
2011-01-14,79.6113052368164,83.25745844517203,78.90536448053913,83.25745844517203,4912883
2011-01-17,76.88215637207031,79.90969898625077,76.20532364021318,79.90969898625077,5264509
2011-01-18,78.05387115478516,79.18192188864117,76.70748986230714,77.15870787241538,6472599
2011-01-19,84.49468231201172,85.12785008517574,78.2358175898537,78.89081499439831,11869684
2011-01-20,86.8381118774414,87.18744303472234,82.07118642344828,84.20356559721633,8081659
2011-01-21,88.35914611816406,89.87291415351537,85.87743059145171,85.87743059145171,7690652
2011-01-24,88.55567169189453,90.5061128161713,87.40579123582879,88.00256680489552,5411724
2011-01-25,87.44216918945312,89.95299340157852,86.67800653980308,88.06078003890501,5010857
2011-01-27,85.68094635009766,88.55565257838234,85.0259490548986,87.77693312786688,2990506
2011-01-28,81.90380096435547,86.3577818735727,79.95336006680613,86.02300760148435,4842380
2011-01-31,87.75511169433594,88.85404859533239,78.70886516358033,81.36524681962001,11510085
2011-02-01,86.42328643798828,89.19611196861241,85.38984407756615,88.06078277402848,6578932
2011-02-02,82.87902069091797,87.33300757669222,81.97658464950081,85.18607133785379,7538579
2011-02-03,83.5267333984375,84.0434516560361,81.27790493759217,82.96634446747034,8341608
2011-02-04,81.72185516357422,85.1933428111462,81.2196880577476,83.84695588865793,5334549
2011-02-07,82.704345703125,83.79600981504079,80.81941092178185,82.74073793200647,3572264
2011-02-08,80.09164428710938,83.18468726017825,79.79325651803661,82.9881920353982,3105192
2011-02-09,77.34793090820312,80.46280915703231,75.71771302753115,80.24447859684567,4660764
2011-02-10,77.65359497070312,78.96358971277611,76.19076998244194,77.14415510815711,5166195
2011-02-11,78.86170196533203,79.76414366516157,75.55760136342268,77.58081531469438,8108375
2011-02-14,81.86013793945312,82.31135594372711,79.0363690638156,79.0363690638156,4289281
2011-02-15,84.62566375732422,85.28066101343764,81.04501132942626,82.1657833972498,6549081
2011-02-16,85.87016296386719,86.6634393040315,84.66933363976949,85.39710967965713,6529310
2011-02-17,86.95455169677734,88.49016102275993,84.58928519090001,85.86289330637965,6039974
2011-02-18,84.89496612548828,87.98800923506273,84.17446837993536,87.82062208084643,5353230
2011-02-21,87.37666320800781,88.02438209200892,84.13806307941731,85.14967000316464,4327372
2011-02-22,85.57907104492188,87.3330112000605,85.22246139808725,87.04190186678588,3644365
2011-02-23,84.13079833984375,86.70712311250739,83.4175790358067,85.60090762998323,3773697
2011-02-24,83.11190795898438,86.00117133471103,81.60541233367711,83.13373758865916,8358798
2011-02-25,85.68094635009766,86.51788765555115,83.37389607172798,83.54856163654209,4321471
2011-02-28,89.3926010131836,90.68076607858066,86.19039302762066,86.60522449071138,6870083
2011-03-01,90.31687927246094,91.6996527379953,89.51632441075625,90.20043555169501,4242162
2011-03-03,90.04759979248047,91.93254037570603,89.38532398849152,90.31687946519207,5439540
2011-03-04,89.00688171386719,91.24842612123845,88.71577242125956,90.52065003542687,4222726
2011-03-07,87.20928192138672,88.62844194630667,86.02300934413043,88.05350177346016,2293604
2011-03-08,90.93549346923828,91.11743179465019,87.7405580589929,88.20633295927868,4708165
2011-03-09,90.41876983642578,92.61664943812195,90.09855244538302,91.53954212224629,4141058
2011-03-10,88.62842559814453,90.82630476149446,87.91520649408672,90.56430928549248,2584611
2011-03-11,88.7667236328125,89.89477438149541,87.50767226380039,88.0607828226429,3239021
2011-03-14,90.43331909179688,90.92092929218742,87.56588545590968,88.0971606225574,2147462
2011-03-15,89.0942153930664,89.8656564780559,87.62411197644536,88.9486635949358,3005357
2011-03-16,92.98780822753906,93.51908339491027,89.37804732602464,89.37804732602464,8035877
2011-03-17,91.72147369384766,93.15519043806009,90.82631053439398,92.5220284798454,5595813
2011-03-18,88.52656555175781,92.25277086225508,87.78423244337503,91.55410843689671,9210935
2011-03-21,88.43922424316406,88.79583388022716,87.80606217421439,88.79583388022716,2828922
2011-03-22,88.67938995361328,88.78855523678489,87.580452966622,88.35189410409845,6411426
2011-03-23,88.24271392822266,89.29070732010327,87.85699057029008,88.10443488163027,5086527
2011-03-24,88.7667236328125,88.86133202050276,88.29367027719017,88.49744394562627,3715429
2011-03-25,89.28343963623047,89.51632708471897,88.42466859707545,89.0796659730957,5707806
2011-03-28,90.02576446533203,90.66620489038074,88.78854287212049,89.39987522305033,10223524
2011-03-29,89.80744171142578,90.28049508274333,89.26161528958686,90.28049508274333,6039100
2011-03-30,90.44058990478516,91.19019554803991,89.60364862780192,90.38964649702041,8608609
2011-03-31,91.1538314819336,92.0489948323539,90.3751118661085,91.11743924700643,11082775
2011-04-01,91.60502624511719,91.99074958579916,90.42603230483317,91.42308224247964,5125862
2011-04-04,93.36625671386719,93.72286632096656,91.63415209244384,92.09264852769012,6225985
2011-04-05,93.09698486328125,94.39242849656354,92.23821378081571,94.39242849656354,5285960
2011-04-06,93.1770248413086,93.87568709283681,92.22363983652481,93.87568709283681,5880040
2011-04-07,93.16246795654297,93.68646464522261,92.28186169671658,92.28186169671658,3200811
2011-04-08,92.07809448242188,93.65009046413458,90.97187910503595,93.30075929232851,3312202
2011-04-11,93.41719818115234,93.58458531207259,91.16837531118001,92.16542535934413,5769014
2011-04-13,93.36625671386719,93.59186570844328,92.71853780593011,92.86408960205638,4627320
2011-04-15,94.88003540039062,95.25120194005802,93.02421411922518,93.55548936462554,7287426
2011-04-18,95.92074584960938,97.15795602343384,94.96007665088078,95.3385215738419,10723259
2011-04-19,95.72425842285156,96.10269771309014,94.3123766872604,95.77520755270508,3455532
2011-04-20,96.21186065673828,96.83046581586872,95.78247227259341,96.31374749074367,2901188
2011-04-21,95.83341217041016,96.67035927701329,95.48408100214648,96.48841524663614,2784400
